"SourcePath","Category","RegionUsage","AdapterPrefab","LicenseNote","Approved"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/Grass Sides.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/leaf particles.png","VFX","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/Leafs 2.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/Leafs.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/light 1. 1.png","VFX","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/light 2. 1.png","VFX","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/Mounts Elements.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/Mounts.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/Sky.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/Square.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Forest  V2.0/Sprites/Tree leafs.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Fog particle.png","VFX","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Freze cube.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/frozen trees.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Frozen waterfall.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice background ALT.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice background down.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice background Mid.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice background Quad.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice background up.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice crack.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice Cube.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice ground fill.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice ground sides.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice platform B.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice platform.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Ice snow.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/ice spikes.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/icicle shape.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/icicle.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow Background A.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow Background B.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow Background C.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow Background D.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow foreground fill.png","Foreground","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow foreground sides.png","Foreground","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow ground fill.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow ground sides.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow Sky.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Snow.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/SnowFlake.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/Star.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/White Gradient square.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Ice and snow pack/Sprites/White Gradient.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/backgrounds back.png","Background","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/backgrounds fore.png","Background","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/backgrounds mounts.png","Background","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/birds.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Bubble 1.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Bubble 2.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Bubble 3.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/clouds.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/dark fill.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/dark sides.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/grass and stone.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/green wall fill.png","Terrain","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/green wall side.png","Terrain","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/light forms.png","VFX","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/main water ferr fill.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/main water ferr.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/most.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/platform wall.png","Terrain","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/polana.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/river green.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/sky 3.png","Background","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/spikes.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Square.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/trees and bunches.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Ver1.1/elements.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Ver1.1/Secreet floor.png","Terrain","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Ver1.1/tower back elements.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Ver1.1/tower back shape.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Ver1.1/tower back texture.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Ver1.1/tower green and stone.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Ver1.1/tree nidle.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Water.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Island pack/Sprites/Wind Animation Sheet.png","Prop","Moon|Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/chain colored.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/chain.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Background A blur elements.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Background A blur.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Background A.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Background B blur.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Background elements A.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Background rock 2 blur.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Background rock blur.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Background rock.png","Background","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava blocks.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava environment.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava Fog particle.png","VFX","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava foreground decor.png","Foreground","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava front.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava gradient.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava ground shape Alt fill.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava ground shape Alt2 fill.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava ground shape fill.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava ground shape sides Alt.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava ground shape sides.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava platform.png","Terrain","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava rock shape symple.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava rock shape.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava rock symple.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava rock.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava tree.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Lava up.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Shadow.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Lava dungeon pack/Sprites/Square.png","Prop","Polaris|StarlessSea","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Back leafs.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Back rock A.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Back rock B.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Background A.png","Background","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/base element.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/base main shape fill.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/base main shape sides.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Clouds A.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Clouds B.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Clouds small A.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Clouds small B.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Cube stones.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Danger spikes.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/dark fill.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/dark sides.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Fore leafs.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Gradient.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Ground element.png","Terrain","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/light 1.png","VFX","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/light 2.png","VFX","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Moon A.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Moon B.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Mount tree.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Mounts A.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Mounts B.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Platforms and doors.png","Terrain","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Rocks.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Sky A.png","Background","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Sky B.png","Background","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Mount pack/Sprites/Square.png","Prop","Bridge","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/background.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Break box.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/dark fill.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/dark sides.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Fallen leafs.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/leaf 1..png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/leaf 2..png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/leaf 3..png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/light 1..png","VFX","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/light 2..png","VFX","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/old dry branches.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest back leafs.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest back tree.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest bush blur.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest decor blur.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest decor.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest far back leafs blur.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest far back leafs.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest far back tree.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest Fog.png","VFX","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest midle leafs.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old forest midle tree.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OLD grass fill.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OLD grass platform.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OLD grass smart right.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OLD grass smart shape.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old greens.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old ground 9slice.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old ground.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old Needle SM.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old Needle.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old stounes.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Old Vox.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/old wall leafs.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OldBackGround.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OldForest platform.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OldGroundSide.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OldMidleGroundSide.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OldMidleGroundSideShort.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/OldMidleGroundSideSmall.png","Terrain","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Square.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Old Forest pack/Sprites/Stone.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Background Grass field.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Background trees.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
